name,longitude,latitude,search_url,image,url
Daemen College,-78.789025,42.965024,http://api.duckduckgo.com/?q=Daemen+College%20wikipedia&format=json,https://duckduckgo.com/i/3e8b3f70.png,
Dominican College of Blauvelt,-73.95234,41.054111,http://api.duckduckgo.com/?q=Dominican+College+of+Blauvelt%20wikipedia&format=json,,
Dowling College,-73.164816,40.746051,http://api.duckduckgo.com/?q=Dowling+College%20wikipedia&format=json,https://duckduckgo.com/i/92452469.png,http://www.dowling.edu
Elmira College,-76.811333,42.092724,http://api.duckduckgo.com/?q=Elmira+College%20wikipedia&format=json,https://duckduckgo.com/i/81f31d44.png,http://www.elmira.edu
Fashion Institute of Technology,-73.994781,40.74731,http://api.duckduckgo.com/?q=Fashion+Institute+of+Technology%20wikipedia&format=json,https://duckduckgo.com/i/cfd2e006.png,http://www.fitnyc.edu
Fordham University,-73.889578,40.861183,http://api.duckduckgo.com/?q=Fordham+University%20wikipedia&format=json,https://duckduckgo.com/i/2f95fe2db9a4a355.png,https://fordham.edu/
Hamilton College,-75.408853,43.047809,http://api.duckduckgo.com/?q=Hamilton+College%20wikipedia&format=json,https://duckduckgo.com/i/5eb0c95a.png,http://www.hamilton.edu
Hartwick College,-75.073609,42.454023,http://api.duckduckgo.com/?q=Hartwick+College%20wikipedia&format=json,https://duckduckgo.com/i/758f66a1.jpg,https://www.hartwick.edu/
Hilbert College,-78.82029,42.75505,http://api.duckduckgo.com/?q=Hilbert+College%20wikipedia&format=json,https://duckduckgo.com/i/1457fea0bd16ccef.jpg,http://www.hilbert.edu
Hobart William Smith Colleges,-76.984813,42.858562,http://api.duckduckgo.com/?q=Hobart+William+Smith+Colleges%20wikipedia&format=json,https://duckduckgo.com/i/31172f7ce7dcda3d.png,http://www.hws.edu
Hofstra University,-73.60078,40.715959,http://api.duckduckgo.com/?q=Hofstra+University%20wikipedia&format=json,https://duckduckgo.com/i/82f99ef5.png,https://www.hofstra.edu
Houghton College,-78.156882,42.426841,http://api.duckduckgo.com/?q=Houghton+College%20wikipedia&format=json,https://duckduckgo.com/i/21c2d467.png,http://www.houghton.edu
Iona College,-73.785635,40.927107,http://api.duckduckgo.com/?q=Iona+College%20wikipedia&format=json,https://duckduckgo.com/i/90ceaca0.png,
Ithaca College,-76.495057,42.42264,http://api.duckduckgo.com/?q=Ithaca+College%20wikipedia&format=json,https://duckduckgo.com/i/ef2f24c8a7043ed4.png,https://www.ithaca.edu/
Keuka College,-77.090518,42.61541,http://api.duckduckgo.com/?q=Keuka+College%20wikipedia&format=json,https://duckduckgo.com/i/1e2f6c43dd5fccea.png,https://www.keuka.edu/
Le Moyne College,-76.088449,43.047316,http://api.duckduckgo.com/?q=Le+Moyne+College%20wikipedia&format=json,https://duckduckgo.com/i/7827f81c9c813f93.png,http://www.lemoyne.edu
LIU Brooklyn,-73.980872,40.690134,http://api.duckduckgo.com/?q=LIU+Brooklyn%20wikipedia&format=json,https://duckduckgo.com/i/5cbe976a.jpg,http://liu.edu/Brooklyn.aspx
LIU Post,-73.593279,40.820043,http://api.duckduckgo.com/?q=LIU+Post%20wikipedia&format=json,https://duckduckgo.com/i/770802b4.png,http://liu.edu/cwpost
LIU Brentwood,-73.287113,40.803845,http://api.duckduckgo.com/?q=LIU+Brentwood%20wikipedia&format=json,,
Manhattan College,-73.901893,40.889756,http://api.duckduckgo.com/?q=Manhattan+College%20wikipedia&format=json,https://duckduckgo.com/i/ca6a5493f7f50e20.png,http://www.manhattan.edu
Manhattanville College,-73.718316,41.031054,http://api.duckduckgo.com/?q=Manhattanville+College%20wikipedia&format=json,https://duckduckgo.com/i/5086aeb8.png,http://www.manhattanville.edu
Marist College,-73.934342,41.721955,http://api.duckduckgo.com/?q=Marist+College%20wikipedia&format=json,https://duckduckgo.com/i/2311f502de6b106d.png,http://www.marist.edu
Marymount Manhattan College,-73.959676,40.769108,http://api.duckduckgo.com/?q=Marymount+Manhattan+College%20wikipedia&format=json,https://duckduckgo.com/i/35400ca000728626.jpg,http://www.mmm.edu
Medaille College,-78.856569,42.92895,http://api.duckduckgo.com/?q=Medaille+College%20wikipedia&format=json,https://duckduckgo.com/i/6667c0ad4c37df6b.jpg,http://www.medaille.edu
Mercy College,-73.874571,41.021436,http://api.duckduckgo.com/?q=Mercy+College%20wikipedia&format=json,,
Molloy College,-73.626278,40.68597,http://api.duckduckgo.com/?q=Molloy+College%20wikipedia&format=json,https://duckduckgo.com/i/75adc81c.png,http://www.molloy.edu
Mount Saint Mary College,-74.012906,41.511212,http://api.duckduckgo.com/?q=Mount+Saint+Mary+College%20wikipedia&format=json,https://duckduckgo.com/i/c69c66a1dacf0d38.png,http://www.msmc.edu
College of Mount Saint Vincent,-73.907019,40.912814,http://api.duckduckgo.com/?q=College+of+Mount+Saint+Vincent%20wikipedia&format=json,https://duckduckgo.com/i/6aba6b39.jpg,http://www.mountsaintvincent.edu
Nazareth College,-77.514417,43.102406,http://api.duckduckgo.com/?q=Nazareth+College%20wikipedia&format=json,,
The College of New Rochelle,-73.781104,40.899427,http://api.duckduckgo.com/?q=The+College+of+New+Rochelle%20wikipedia&format=json,https://duckduckgo.com/i/41b28b0d.jpg,http://www.cnr.edu
The New School,-73.994636,40.735275,http://api.duckduckgo.com/?q=The+New+School%20wikipedia&format=json,https://duckduckgo.com/i/ae096571e0246ac3.png,https://www.newschool.edu/
New York University,-73.997264,40.729452,http://api.duckduckgo.com/?q=New+York+University%20wikipedia&format=json,https://duckduckgo.com/i/675b6fdf7db35add.png,https://www.nyu.edu
Niagara University,-79.046229,43.132713,http://api.duckduckgo.com/?q=Niagara+University%20wikipedia&format=json,https://duckduckgo.com/i/4e97b98bd14cc997.png,http://www.niagara.edu
New York Institute of Technology,-73.608885,40.814402,http://api.duckduckgo.com/?q=New+York+Institute+of+Technology%20wikipedia&format=json,https://duckduckgo.com/i/84d9c29de078a19e.png,https://www.nyit.edu
Nyack College,-73.931106,41.086425,http://api.duckduckgo.com/?q=Nyack+College%20wikipedia&format=json,,
Pace University-New York,-74.004719,40.711014,http://api.duckduckgo.com/?q=Pace+University-New+York%20wikipedia&format=json,,
Paul Smiths College of Arts and Science,-74.253006,44.437366,http://api.duckduckgo.com/?q=Paul+Smiths+College+of+Arts+and+Science%20wikipedia&format=json,,
Polytechnic Institute of New York University,-73.986774,40.694371,http://api.duckduckgo.com/?q=Polytechnic+Institute+of+New+York+University%20wikipedia&format=json,https://duckduckgo.com/i/e63a2cc5.png,http://engineering.nyu.edu
Rensselaer Polytechnic Institute,-73.678768,42.728983,http://api.duckduckgo.com/?q=Rensselaer+Polytechnic+Institute%20wikipedia&format=json,https://duckduckgo.com/i/fc5b39fc.png,http://www.rpi.edu
Roberts Wesleyan College,-77.798964,43.126747,http://api.duckduckgo.com/?q=Roberts+Wesleyan+College%20wikipedia&format=json,https://duckduckgo.com/i/d5034160.png,https://www.roberts.edu
Rochester Institute of Technology,-77.67521,43.090325,http://api.duckduckgo.com/?q=Rochester+Institute+of+Technology%20wikipedia&format=json,https://duckduckgo.com/i/a2213d53.png,
University of Rochester,-77.631042,43.126437,http://api.duckduckgo.com/?q=University+of+Rochester%20wikipedia&format=json,https://duckduckgo.com/i/718eadafa0cea62f.png,https://www.rochester.edu/
The Sage Colleges,-73.693711,42.72821,http://api.duckduckgo.com/?q=The+Sage+Colleges%20wikipedia&format=json,,https://www.sage.edu/
St Bonaventure University,-78.47586,42.07863,http://api.duckduckgo.com/?q=St+Bonaventure+University%20wikipedia&format=json,https://duckduckgo.com/i/a5fe0ac1e32a28c8.png,http://www.sbu.edu
St Francis College,-73.991653,40.693076,http://api.duckduckgo.com/?q=St+Francis+College%20wikipedia&format=json,https://duckduckgo.com/i/9d212a4acc362dbb.png,http://www.sfc.edu
St Lawrence University,-75.161343,44.589879,http://api.duckduckgo.com/?q=St+Lawrence+University%20wikipedia&format=json,https://duckduckgo.com/i/1672e083.png,http://www.stlawu.edu
The College of Saint Rose,-73.78611,42.664664,http://api.duckduckgo.com/?q=The+College+of+Saint+Rose%20wikipedia&format=json,https://duckduckgo.com/i/f029f121.png,http://www.strose.edu
St Thomas Aquinas College,-73.934182,41.041126,http://api.duckduckgo.com/?q=St+Thomas+Aquinas+College%20wikipedia&format=json,,https://www.stac.edu/
Sarah Lawrence College,-73.84381,40.934147,http://api.duckduckgo.com/?q=Sarah+Lawrence+College%20wikipedia&format=json,https://duckduckgo.com/i/dcce1fff.png,https://www.sarahlawrence.edu/
Siena College,-73.75153,42.718586,http://api.duckduckgo.com/?q=Siena+College%20wikipedia&format=json,https://duckduckgo.com/i/e70c8e1940e62732.png,http://www.siena.edu
Skidmore College,-73.785108,43.092696,http://api.duckduckgo.com/?q=Skidmore+College%20wikipedia&format=json,https://duckduckgo.com/i/c1e585acd6a7b8a9.png,http://www.skidmore.edu/
Saint Joseph's College-New York,-73.968037,40.690485,http://api.duckduckgo.com/?q=Saint+Joseph%27s+College-New+York%20wikipedia&format=json,,
Saint John Fisher College,-77.516979,43.117064,http://api.duckduckgo.com/?q=Saint+John+Fisher+College%20wikipedia&format=json,https://duckduckgo.com/i/b8497268.jpg,http://www.sjfc.edu
St John's University-New York,-73.795301,40.721979,http://api.duckduckgo.com/?q=St+John%27s+University-New+York%20wikipedia&format=json,,
SUNY College of Technology at Alfred,-77.791057,42.258745,http://api.duckduckgo.com/?q=SUNY+College+of+Technology+at+Alfred%20wikipedia&format=json,,
SUNY College of Technology at Canton,-75.185005,44.607346,http://api.duckduckgo.com/?q=SUNY+College+of+Technology+at+Canton%20wikipedia&format=json,,
SUNY College of Technology at Delhi,-74.924225,42.270129,http://api.duckduckgo.com/?q=SUNY+College+of+Technology+at+Delhi%20wikipedia&format=json,,
SUNY College of Agriculture and Technology at Cobleskill,-74.504897,42.661622,http://api.duckduckgo.com/?q=SUNY+College+of+Agriculture+and+Technology+at+Cobleskill%20wikipedia&format=json,,
Farmingdale State College,-73.426371,40.75408,http://api.duckduckgo.com/?q=Farmingdale+State+College%20wikipedia&format=json,https://duckduckgo.com/i/91edade9e3efb6a4.png,http://www.farmingdale.edu/
Morrisville State College,-75.604369,42.891392,http://api.duckduckgo.com/?q=Morrisville+State+College%20wikipedia&format=json,https://duckduckgo.com/i/7a1506ac.png,
SUNY at Albany,-73.825014,42.686917,http://api.duckduckgo.com/?q=SUNY+at+Albany%20wikipedia&format=json,https://duckduckgo.com/i/bc518964.png,https://www.albany.edu
SUNY at Binghamton,-75.971143,42.088049,http://api.duckduckgo.com/?q=SUNY+at+Binghamton%20wikipedia&format=json,,
University at Buffalo,-78.790103,43.001433,http://api.duckduckgo.com/?q=University+at+Buffalo%20wikipedia&format=json,https://duckduckgo.com/i/97f82208a096ef30.png,https://www.buffalo.edu/
Stony Brook University,-73.123595,40.913138,http://api.duckduckgo.com/?q=Stony+Brook+University%20wikipedia&format=json,https://duckduckgo.com/i/bb6d40d1.png,https://www.stonybrook.edu/
SUNY College of Environmental Science and Forestry,-76.139236,43.034355,http://api.duckduckgo.com/?q=SUNY+College+of+Environmental+Science+and+Forestry%20wikipedia&format=json,https://duckduckgo.com/i/9201d92c35830d48.png,https://www.esf.edu/
SUNY Institute of Technology at Utica-Rome,-75.2292,43.13528,http://api.duckduckgo.com/?q=SUNY+Institute+of+Technology+at+Utica-Rome%20wikipedia&format=json,https://duckduckgo.com/i/60f023cf.png,
SUNY College at Brockport,-77.949824,43.209862,http://api.duckduckgo.com/?q=SUNY+College+at+Brockport%20wikipedia&format=json,,
Buffalo State SUNY,-78.88067,42.934199,http://api.duckduckgo.com/?q=Buffalo+State+SUNY%20wikipedia&format=json,,
SUNY College at Cortland,-76.197909,42.590158,http://api.duckduckgo.com/?q=SUNY+College+at+Cortland%20wikipedia&format=json,,
SUNY at Fredonia,-79.336109,42.450961,http://api.duckduckgo.com/?q=SUNY+at+Fredonia%20wikipedia&format=json,,
SUNY College at Geneseo,-77.821999,42.796864,http://api.duckduckgo.com/?q=SUNY+College+at+Geneseo%20wikipedia&format=json,,
State University of New York at New Paltz,-74.088727,41.737205,http://api.duckduckgo.com/?q=State+University+of+New+York+at+New+Paltz%20wikipedia&format=json,https://duckduckgo.com/i/4a6584d718b0598d.png,http://www.newpaltz.edu
SUNY Oneonta,-75.064186,42.466555,http://api.duckduckgo.com/?q=SUNY+Oneonta%20wikipedia&format=json,https://duckduckgo.com/i/d52cb2cc.png,http://www.oneonta.edu
SUNY College at Oswego,-76.543885,43.453047,http://api.duckduckgo.com/?q=SUNY+College+at+Oswego%20wikipedia&format=json,,
SUNY College at Potsdam,-74.976889,44.662862,http://api.duckduckgo.com/?q=SUNY+College+at+Potsdam%20wikipedia&format=json,https://duckduckgo.com/i/9fc55b15.png,http://www.potsdam.edu
SUNY at Purchase College,-73.700127,41.047092,http://api.duckduckgo.com/?q=SUNY+at+Purchase+College%20wikipedia&format=json,,
SUNY College at Old Westbury,-73.570966,40.789842,http://api.duckduckgo.com/?q=SUNY+College+at+Old+Westbury%20wikipedia&format=json,https://duckduckgo.com/i/18b573161e8c22ed.png,http://www.oldwestbury.edu
SUNY College at Plattsburgh,-73.467342,44.691103,http://api.duckduckgo.com/?q=SUNY+College+at+Plattsburgh%20wikipedia&format=json,,
SUNY Empire State College,-73.779915,43.078304,http://api.duckduckgo.com/?q=SUNY+Empire+State+College%20wikipedia&format=json,,
SUNY Maritime College,-73.800336,40.809048,http://api.duckduckgo.com/?q=SUNY+Maritime+College%20wikipedia&format=json,https://duckduckgo.com/i/6c77e698.png,http://www.sunymaritime.edu
Syracuse University,-76.136738,43.040525,http://api.duckduckgo.com/?q=Syracuse+University%20wikipedia&format=json,https://duckduckgo.com/i/085cec02.png,https://www.syracuse.edu
Teachers College at Columbia University,-73.960399,40.810311,http://api.duckduckgo.com/?q=Teachers+College+at+Columbia+University%20wikipedia&format=json,,
Touro College,-73.989932,40.742172,http://api.duckduckgo.com/?q=Touro+College%20wikipedia&format=json,https://duckduckgo.com/i/77ef5303.png,
Excelsior College,-73.862204,42.704887,http://api.duckduckgo.com/?q=Excelsior+College%20wikipedia&format=json,https://duckduckgo.com/i/38f13e8a.jpg,http://www.excelsior.edu
Union College,-73.928498,42.817578,http://api.duckduckgo.com/?q=Union+College%20wikipedia&format=json,https://duckduckgo.com/i/72d279032cc337e0.png,http://www.union.edu/
United States Merchant Marine Academy,-73.762534,40.812154,http://api.duckduckgo.com/?q=United+States+Merchant+Marine+Academy%20wikipedia&format=json,https://duckduckgo.com/i/b778ca94.png,
Utica College,-75.272407,43.095183,http://api.duckduckgo.com/?q=Utica+College%20wikipedia&format=json,https://duckduckgo.com/i/ac2ef4f3.png,
Vassar College,-73.894345,41.685105,http://api.duckduckgo.com/?q=Vassar+College%20wikipedia&format=json,https://duckduckgo.com/i/bad24fd903b65b76.png,http://www.vassar.edu
Wagner College,-74.09573,40.615003,http://api.duckduckgo.com/?q=Wagner+College%20wikipedia&format=json,https://duckduckgo.com/i/c8f72f71.png,http://www.wagner.edu
Wells College,-76.696512,42.744314,http://api.duckduckgo.com/?q=Wells+College%20wikipedia&format=json,https://duckduckgo.com/i/729b2d89.png,https://www.wells.edu/
Yeshiva University,-73.928541,40.8508,http://api.duckduckgo.com/?q=Yeshiva+University%20wikipedia&format=json,https://duckduckgo.com/i/3afd29206449b415.png,http://www.yu.edu
Appalachian State University,-81.680234,36.214844,http://api.duckduckgo.com/?q=Appalachian+State+University%20wikipedia&format=json,https://duckduckgo.com/i/4539be952120ce38.png,
Barton College,-77.913805,35.735463,http://api.duckduckgo.com/?q=Barton+College%20wikipedia&format=json,https://duckduckgo.com/i/550b5dfb.png,http://www.barton.edu/
Belmont Abbey College,-81.041847,35.261276,http://api.duckduckgo.com/?q=Belmont+Abbey+College%20wikipedia&format=json,https://duckduckgo.com/i/124ccdaa58dfa105.png,http://www.belmontabbeycollege.edu
Bennett College,-79.77998,36.067531,http://api.duckduckgo.com/?q=Bennett+College%20wikipedia&format=json,https://duckduckgo.com/i/5b91904f.png,http://www.bennett.edu
Brevard College,-82.729763,35.237657,http://api.duckduckgo.com/?q=Brevard+College%20wikipedia&format=json,https://duckduckgo.com/i/343aea984243af81.jpg,http://www.brevard.edu
Campbell University,-78.739508,35.409333,http://api.duckduckgo.com/?q=Campbell+University%20wikipedia&format=json,https://duckduckgo.com/i/25b44c64f0bcfc17.png,https://www.campbell.edu
Catawba College,-80.486575,35.692445,http://api.duckduckgo.com/?q=Catawba+College%20wikipedia&format=json,https://duckduckgo.com/i/b9011e98.png,http://www.catawba.edu
Chowan University,-77.099141,36.436258,http://api.duckduckgo.com/?q=Chowan+University%20wikipedia&format=json,https://duckduckgo.com/i/38a1d514d1d03436.png,https://www.chowan.edu/
Davidson College,-80.845236,35.500006,http://api.duckduckgo.com/?q=Davidson+College%20wikipedia&format=json,https://duckduckgo.com/i/e03354f8bd79e098.png,http://www.davidson.edu/
Duke University,-78.94226,36.00159,http://api.duckduckgo.com/?q=Duke+University%20wikipedia&format=json,https://duckduckgo.com/i/3e68f0362f19a84d.png,https://duke.edu/
East Carolina University,-77.366199,35.606347,http://api.duckduckgo.com/?q=East+Carolina+University%20wikipedia&format=json,https://duckduckgo.com/i/e6f2151cdb8329ff.png,https://www.ecu.edu
Elizabeth City State University,-76.210063,36.273539,http://api.duckduckgo.com/?q=Elizabeth+City+State+University%20wikipedia&format=json,https://duckduckgo.com/i/36172323bbc509e4.jpg,https://www.ecsu.edu
Elon University,-79.505632,36.104149,http://api.duckduckgo.com/?q=Elon+University%20wikipedia&format=json,https://duckduckgo.com/i/0fe75a64.png,https://www.elon.edu
Fayetteville State University,-78.894709,35.072485,http://api.duckduckgo.com/?q=Fayetteville+State+University%20wikipedia&format=json,https://duckduckgo.com/i/e9c8f369.png,https://www.uncfsu.edu
Gardner-Webb University,-81.668141,35.24732,http://api.duckduckgo.com/?q=Gardner-Webb+University%20wikipedia&format=json,https://duckduckgo.com/i/0ef44dc28033dc26.png,
Greensboro College,-79.800232,36.071082,http://api.duckduckgo.com/?q=Greensboro+College%20wikipedia&format=json,https://duckduckgo.com/i/60a37066.png,https://www.greensboro.edu
Guilford College,-79.888848,36.092563,http://api.duckduckgo.com/?q=Guilford+College%20wikipedia&format=json,https://duckduckgo.com/i/61d87949.png,https://www.guilford.edu
High Point University,-79.994545,35.972674,http://api.duckduckgo.com/?q=High+Point+University%20wikipedia&format=json,https://duckduckgo.com/i/c07724e2d0ee9e40.png,http://www.highpoint.edu
Johnson C Smith University,-80.854842,35.243384,http://api.duckduckgo.com/?q=Johnson+C+Smith+University%20wikipedia&format=json,https://duckduckgo.com/i/63bd1b0e.png,https://www.jcsu.edu
Lees-McRae College,-81.870998,36.16362,http://api.duckduckgo.com/?q=Lees-McRae+College%20wikipedia&format=json,https://duckduckgo.com/i/0ece22ab77db8310.png,
Lenoir-Rhyne University,-81.326161,35.73904,http://api.duckduckgo.com/?q=Lenoir-Rhyne+University%20wikipedia&format=json,https://duckduckgo.com/i/baf1d664.png,
Livingstone College,-80.484459,35.670743,http://api.duckduckgo.com/?q=Livingstone+College%20wikipedia&format=json,https://duckduckgo.com/i/1c3f0f66.png,
Mars Hill University,-82.550859,35.825858,http://api.duckduckgo.com/?q=Mars+Hill+University%20wikipedia&format=json,https://duckduckgo.com/i/3ee14b7d.png,http://www.mhu.edu
Meredith College,-78.689175,35.797197,http://api.duckduckgo.com/?q=Meredith+College%20wikipedia&format=json,https://duckduckgo.com/i/cd7f528ca5b7ad31.png,https://www.meredith.edu
Methodist University,-78.875024,35.137854,http://api.duckduckgo.com/?q=Methodist+University%20wikipedia&format=json,https://duckduckgo.com/i/9b5580b1.png,https://www.methodist.edu
Montreat College,-82.297522,35.645844,http://api.duckduckgo.com/?q=Montreat+College%20wikipedia&format=json,https://duckduckgo.com/i/33158bbd.png,https://www.montreat.edu
Mount Olive College,-78.071265,35.206314,http://api.duckduckgo.com/?q=Mount+Olive+College%20wikipedia&format=json,https://duckduckgo.com/i/7927fc51.png,
North Carolina A & T State University,-79.770152,36.076737,http://api.duckduckgo.com/?q=North+Carolina+A+%26+T+State+University%20wikipedia&format=json,https://duckduckgo.com/i/861e0e6d.png,
University of North Carolina at Asheville,-82.565259,35.616618,http://api.duckduckgo.com/?q=University+of+North+Carolina+at+Asheville%20wikipedia&format=json,https://duckduckgo.com/i/55a4e388.png,http://www.unca.edu
University of North Carolina at Chapel Hill,-79.050969,35.912165,http://api.duckduckgo.com/?q=University+of+North+Carolina+at+Chapel+Hill%20wikipedia&format=json,https://duckduckgo.com/i/45f3437e5e4b7436.png,https://www.unc.edu
University of North Carolina at Charlotte,-80.73579,35.306834,http://api.duckduckgo.com/?q=University+of+North+Carolina+at+Charlotte%20wikipedia&format=json,https://duckduckgo.com/i/84551f4ec8adc556.png,
University of North Carolina at Greensboro,-79.809844,36.067503,http://api.duckduckgo.com/?q=University+of+North+Carolina+at+Greensboro%20wikipedia&format=json,https://duckduckgo.com/i/cfa79b9695786a16.png,http://www.uncg.edu
North Carolina Central University,-78.898602,35.974237,http://api.duckduckgo.com/?q=North+Carolina+Central+University%20wikipedia&format=json,https://duckduckgo.com/i/8846f0e3.png,https://www.nccu.edu
North Carolina State University at Raleigh,-78.674517,35.785111,http://api.duckduckgo.com/?q=North+Carolina+State+University+at+Raleigh%20wikipedia&format=json,https://duckduckgo.com/i/02f9a5b5.png,https://www.ncsu.edu
North Carolina Wesleyan College,-77.774231,36.017443,http://api.duckduckgo.com/?q=North+Carolina+Wesleyan+College%20wikipedia&format=json,https://duckduckgo.com/i/61c4d7e4.jpg,https://www.ncwc.edu
University of North Carolina Wilmington,-77.875527,34.225223,http://api.duckduckgo.com/?q=University+of+North+Carolina+Wilmington%20wikipedia&format=json,https://duckduckgo.com/i/8e51e6ab.png,http://www.uncw.edu
William Peace University,-78.636793,35.789105,http://api.duckduckgo.com/?q=William+Peace+University%20wikipedia&format=json,https://duckduckgo.com/i/f62331dd.jpeg,https://www.peace.edu
University of North Carolina at Pembroke,-79.201895,34.687231,http://api.duckduckgo.com/?q=University+of+North+Carolina+at+Pembroke%20wikipedia&format=json,https://duckduckgo.com/i/48fce6bf58dc0732.png,https://www.uncp.edu
Pfeiffer University,-80.283168,35.484696,http://api.duckduckgo.com/?q=Pfeiffer+University%20wikipedia&format=json,https://duckduckgo.com/i/f10f1f91.png,http://www.pfeiffer.edu
Queens University of Charlotte,-80.832227,35.188929,http://api.duckduckgo.com/?q=Queens+University+of+Charlotte%20wikipedia&format=json,https://duckduckgo.com/i/3c5760f8ec02840c.png,https://www.queens.edu
Mid-Atlantic Christian University,-76.217496,36.303765,http://api.duckduckgo.com/?q=Mid-Atlantic+Christian+University%20wikipedia&format=json,,http://www.macuniversity.edu
Saint Augustine's University,-78.621806,35.785032,http://api.duckduckgo.com/?q=Saint+Augustine%27s+University%20wikipedia&format=json,,
Salem College,-80.241357,36.087531,http://api.duckduckgo.com/?q=Salem+College%20wikipedia&format=json,https://duckduckgo.com/i/efc3d2a5.png,https://www.salem.edu
Shaw University,-78.637693,35.771181,http://api.duckduckgo.com/?q=Shaw+University%20wikipedia&format=json,https://duckduckgo.com/i/995b84e8.png,https://www.shawu.edu
St Andrews University,-79.478385,34.746283,http://api.duckduckgo.com/?q=St+Andrews+University%20wikipedia&format=json,https://duckduckgo.com/i/16994e9b.png,https://st-andrews.ac.uk
Wake Forest University,-80.279004,36.135301,http://api.duckduckgo.com/?q=Wake+Forest+University%20wikipedia&format=json,https://duckduckgo.com/i/c3274bc941ee38cd.png,https://www.wfu.edu
Warren Wilson College,-82.441097,35.611762,http://api.duckduckgo.com/?q=Warren+Wilson+College%20wikipedia&format=json,https://duckduckgo.com/i/cea62be6a0255f0e.png,http://www.warren-wilson.edu
Wingate University,-80.444465,34.979384,http://api.duckduckgo.com/?q=Wingate+University%20wikipedia&format=json,https://duckduckgo.com/i/56bfed88.jpg,https://www.wingate.edu
Winston-Salem State University,-80.224905,36.089197,http://api.duckduckgo.com/?q=Winston-Salem+State+University%20wikipedia&format=json,https://duckduckgo.com/i/19d62ac3.png,https://www.wssu.edu
Western Carolina University,-83.125447,35.28149,http://api.duckduckgo.com/?q=Western+Carolina+University%20wikipedia&format=json,https://duckduckgo.com/i/f303f10084f0614d.png,https://www.wcu.edu
Dickinson State University,-102.800511,46.882677,http://api.duckduckgo.com/?q=Dickinson+State+University%20wikipedia&format=json,https://duckduckgo.com/i/fe1be2c1.png,http://www.dickinsonstate.edu
University of Jamestown,-98.697209,46.915402,http://api.duckduckgo.com/?q=University+of+Jamestown%20wikipedia&format=json,https://duckduckgo.com/i/4e7ea8c54dc48583.jpg,http://www.uj.edu
University of Mary,-100.752386,46.724893,http://api.duckduckgo.com/?q=University+of+Mary%20wikipedia&format=json,https://duckduckgo.com/i/6eac2d8f00bc2b0d.png,
Mayville State University,-97.322545,47.504671,http://api.duckduckgo.com/?q=Mayville+State+University%20wikipedia&format=json,https://duckduckgo.com/i/6d4f1f2eff9593cd.jpg,http://www.mayvillestate.edu/default.aspx
Minot State University,-101.300624,48.246877,http://api.duckduckgo.com/?q=Minot+State+University%20wikipedia&format=json,https://duckduckgo.com/i/07f39a3741aac6df.png,http://www.minotstateu.edu
University of North Dakota,-97.070823,47.921881,http://api.duckduckgo.com/?q=University+of+North+Dakota%20wikipedia&format=json,https://duckduckgo.com/i/7372da86ad9a5132.png,http://und.edu
North Dakota State University-Main Campus,-96.805689,46.894523,http://api.duckduckgo.com/?q=North+Dakota+State+University-Main+Campus%20wikipedia&format=json,,
Valley City State University,-98.001762,46.919144,http://api.duckduckgo.com/?q=Valley+City+State+University%20wikipedia&format=json,https://duckduckgo.com/i/54fe76ca.png,http://www.vcsu.edu
University of Akron Main Campus,-81.510328,41.077768,http://api.duckduckgo.com/?q=University+of+Akron+Main+Campus%20wikipedia&format=json,,
Ashland University,-82.320621,40.860987,http://api.duckduckgo.com/?q=Ashland+University%20wikipedia&format=json,https://duckduckgo.com/i/2cf15d7d.png,https://www.ashland.edu
Baldwin Wallace University,-81.849112,41.373938,http://api.duckduckgo.com/?q=Baldwin+Wallace+University%20wikipedia&format=json,https://duckduckgo.com/i/7aba4db5.png,https://www.bw.edu/
Bluffton University,-83.897678,40.896998,http://api.duckduckgo.com/?q=Bluffton+University%20wikipedia&format=json,https://duckduckgo.com/i/f0960373.png,http://www.bluffton.edu
Bowling Green State University-Main Campus,-83.637531,41.377036,http://api.duckduckgo.com/?q=Bowling+Green+State+University-Main+Campus%20wikipedia&format=json,,
Capital University,-82.937867,39.954875,http://api.duckduckgo.com/?q=Capital+University%20wikipedia&format=json,https://duckduckgo.com/i/0aa2a523.png,http://www.capital.edu
Case Western Reserve University,-81.605769,41.500812,http://api.duckduckgo.com/?q=Case+Western+Reserve+University%20wikipedia&format=json,https://duckduckgo.com/i/f042a17abe799735.png,https://case.edu/
Cedarville University,-83.812098,39.750338,http://api.duckduckgo.com/?q=Cedarville+University%20wikipedia&format=json,https://duckduckgo.com/i/ddd2a5a6.png,
Central State University,-83.876795,39.716465,http://api.duckduckgo.com/?q=Central+State+University%20wikipedia&format=json,https://duckduckgo.com/i/c8390fc6dbce20f4.png,http://www.centralstate.edu
University of Cincinnati-Main Campus,-84.51428,39.131159,http://api.duckduckgo.com/?q=University+of+Cincinnati-Main+Campus%20wikipedia&format=json,,
Ohio Christian University,-82.905986,39.610895,http://api.duckduckgo.com/?q=Ohio+Christian+University%20wikipedia&format=json,https://duckduckgo.com/i/e5f74d7437b8882b.png,http://www.ohiochristian.edu
Cleveland State University,-81.673052,41.502918,http://api.duckduckgo.com/?q=Cleveland+State+University%20wikipedia&format=json,https://duckduckgo.com/i/9f0e3918.png,
